Dish Name	Ingredients Used	Price	Time Consumed	Menu Group
FoodB_ITDE2	fish, potato, spinach, carrot	110.76	12	Main Course
FoodB_7XS7Z	mushroom, corn, potato, fish	1120.54	32	Dessert
FoodB_MF4V0	lentils, garlic, onion, potato	317.7	44	Main Course
FoodB_RISH3	cream, tomato, carrot, butter	813.83	15	Combo
FoodB_1NGEB	mushroom, onion, potato, lentils	1079.98	15	Starter
FoodB_X899V	egg, oregano, onion, basil	1056.5	31	Combo
FoodB_16M7Y	fish, broccoli, onion, rice	541.47	39	Main Course
FoodB_IE0DN	spinach, paneer, onion, carrot	407.7	35	Veg
FoodB_TOXRC	milk, onion, paneer, basil	769	20	Main Course
FoodB_USZFY	flour, chicken, pepper, noodles	950.85	40	Main Course
FoodB_ONM3A	tomato, carrot, capsicum, rice	222.86	24	Combo
FoodB_NUVF0	mushroom, beef, capsicum, flour	1159.17	30	Veg
FoodB_KCYJV	carrot, milk, cream, garlic	703.97	22	Combo
FoodB_HGG0M	oregano, paneer, cheese, basil	367.11	17	Starter
FoodB_O0B8E	butter, corn, oregano, carrot	250.31	44	Beverage
FoodB_30PWR	butter, beef, carrot, oregano	1077.05	37	Combo
FoodB_EXG76	basil, garlic, potato, carrot	358.29	30	Starter
FoodB_FJ63G	egg, milk, lentils, cheese	534.6	35	Starter
FoodB_7TZ4D	pepper, capsicum, beef, potato	412.57	17	Main Course
FoodB_O0KAH	corn, onion, rice, cheese	694.82	6	Non-Veg
FoodB_UOU63	onion, cream, broccoli, garlic	592.2	17	Combo
FoodB_EYOOU	egg, lentils, corn, paneer	907.56	6	Dessert
FoodB_YS0TK	carrot, potato, paneer, corn	749.56	44	Veg
FoodB_L1W4Q	pepper, noodles, yogurt, beef	877.59	8	Starter
FoodB_4AK4P	capsicum, chicken, mushroom, flour	593.17	44	Main Course
FoodB_D4FIM	butter, noodles, fish, potato	1115.52	30	Dessert
FoodB_E4P2X	noodles, corn, basil, cream	837.07	19	Beverage
FoodB_5I1ES	carrot, noodles, basil, mushroom	912.84	38	Dessert
FoodB_M4CDN	paneer, onion, chicken, spinach	400.11	19	Main Course
FoodB_5ZGZA	tomato, basil, carrot, pepper	245.14	31	Main Course
FoodB_3XA5C	broccoli, rice, corn, cheese	612.01	41	Starter
FoodB_972M6	spinach, yogurt, capsicum, noodles	1175.63	31	Starter
FoodB_1UMMI	lentils, garlic, paneer, corn	872.54	41	Starter
FoodB_K5WQJ	spinach, flour, basil, potato	664.4	12	Starter
FoodB_AAF4D	capsicum, milk, yogurt, chicken	459.88	29	Non-Veg
FoodB_HP6NV	milk, mushroom, lentils, onion	1078.92	18	Non-Veg
FoodB_IWSWK	milk, yogurt, spinach, basil	900.32	15	Veg
FoodB_MZBD2	capsicum, oregano, pepper, milk	390.44	21	Starter
FoodB_ADZSQ	cream, corn, butter, potato	705.82	17	Veg
FoodB_S87MP	yogurt, chicken, milk, garlic	168.79	35	Veg
FoodB_GJYFJ	yogurt, pepper, corn, oregano	790.84	16	Veg
FoodB_AN12K	cream, rice, egg, butter	597.89	41	Non-Veg
FoodB_9TM5W	chicken, egg, fish, mushroom	1037.33	41	Starter
FoodB_C1N86	egg, flour, milk, basil	292.56	34	Dessert
FoodB_EXDYH	chicken, cheese, capsicum, tomato	683.4	32	Main Course
FoodB_4SCO1	corn, egg, oregano, carrot	524.58	37	Main Course
FoodB_2SPR0	carrot, pepper, paneer, chicken	566.17	33	Main Course
FoodB_CDZTW	butter, egg, beef, milk	979.76	34	Main Course
FoodB_IL2VV	corn, oregano, mushroom, chicken	1043.62	27	Main Course
FoodB_EVRDS	fish, broccoli, cheese, pepper	1109.79	40	Veg
FoodB_P7AHH	yogurt, spinach, rice, carrot	1185.39	45	Combo
FoodB_UG9SY	beef, spinach, potato, mushroom	277.69	44	Combo
FoodB_9QUU9	butter, paneer, flour, rice	785.9	40	Non-Veg
FoodB_Y3Z1B	cheese, tomato, noodles, butter	715.62	31	Veg
FoodB_K3GCW	pepper, rice, mushroom, cheese	391.48	21	Veg
FoodB_E3TF2	mushroom, capsicum, rice, basil	469.22	22	Combo
FoodB_P8CFH	corn, capsicum, chicken, butter	726.57	10	Starter
FoodB_O0DI4	carrot, yogurt, mushroom, broccoli	992.11	19	Non-Veg
FoodB_AKUYC	broccoli, beef, yogurt, milk	607.86	5	Main Course
FoodB_PP856	rice, pepper, basil, beef	579.99	42	Dessert
FoodB_WOZ10	garlic, butter, carrot, yogurt	1184.06	44	Main Course
FoodB_Z2QV0	paneer, oregano, onion, cream	495.37	32	Veg
FoodB_SQ3F6	corn, onion, carrot, pepper	536.29	33	Combo
FoodB_AAHZD	lentils, flour, broccoli, milk	838.11	23	Non-Veg
FoodB_EDZNO	cheese, mushroom, tomato, potato	439.97	33	Combo
FoodB_JZ6SN	broccoli, cheese, spinach, onion	1181.59	26	Main Course
FoodB_BWHOA	carrot, egg, noodles, rice	1013.82	16	Non-Veg
FoodB_YQF06	mushroom, pepper, noodles, capsicum	1186.77	23	Beverage
FoodB_69R4J	cream, fish, carrot, capsicum	515.09	43	Main Course
FoodB_76STD	tomato, rice, yogurt, milk	328.21	43	Main Course
FoodB_66PDF	cheese, rice, pepper, milk	450.96	38	Combo
FoodB_I2O7H	corn, mushroom, broccoli, capsicum	583.5	26	Main Course
FoodB_H1ECX	butter, oregano, corn, onion	990.91	7	Main Course
FoodB_O9XOK	onion, milk, spinach, cheese	780.25	27	Combo
FoodB_HV2EL	lentils, mushroom, noodles, yogurt	127.98	32	Veg
FoodB_QEQFD	beef, rice, potato, oregano	387.27	8	Starter
FoodB_447M7	basil, broccoli, rice, mushroom	924.46	21	Non-Veg
FoodB_CVS43	spinach, carrot, cheese, noodles	933.45	37	Combo
FoodB_4DK3A	yogurt, basil, garlic, beef	786.15	20	Beverage
FoodB_VU5FP	beef, fish, capsicum, butter	772.39	45	Combo
FoodB_KM5H9	mushroom, pepper, noodles, paneer	178.32	11	Non-Veg
FoodB_9VE27	beef, onion, rice, butter	1183.63	29	Main Course
FoodB_GAHDT	capsicum, milk, rice, egg	384.11	24	Dessert
FoodB_92LPM	broccoli, capsicum, flour, pepper	371.45	5	Dessert
FoodB_9ZMP1	oregano, capsicum, pepper, tomato	863.24	31	Combo
FoodB_UPCPV	onion, cream, carrot, oregano	527.51	7	Dessert
FoodB_PNWIO	milk, rice, egg, lentils	989.67	5	Veg
FoodB_K3DI2	onion, rice, butter, milk	645.2	29	Starter
FoodB_TQZDC	cream, potato, onion, rice	697.78	30	Non-Veg
FoodB_P99J1	tomato, capsicum, beef, egg	126.01	20	Combo
FoodB_5H9F2	tomato, beef, carrot, basil	1154.73	31	Combo
FoodB_9LJA8	paneer, tomato, egg, rice	807.65	42	Main Course
FoodB_DQFQO	fish, basil, potato, lentils	993.63	41	Veg
FoodB_LKL77	broccoli, milk, beef, pepper	774.94	15	Beverage
FoodB_IXHYU	capsicum, yogurt, potato, noodles	963.65	40	Veg
FoodB_08D34	flour, fish, chicken, noodles	1050.26	42	Non-Veg
FoodB_MQXJJ	fish, broccoli, mushroom, chicken	891.17	10	Main Course
FoodB_HVNER	lentils, spinach, mushroom, garlic	194.58	14	Combo
FoodB_KMDG0	egg, yogurt, cheese, corn	685.23	15	Non-Veg
FoodB_4VG1K	broccoli, garlic, mushroom, capsicum	847.99	22	Beverage
FoodB_SLL2I	pepper, spinach, chicken, milk	211.22	27	Main Course
FoodB_J4J7C	rice, milk, cream, paneer	1025.16	10	Main Course
FoodB_DBB8Y	yogurt, lentils, capsicum, chicken	1031.65	37	Starter
FoodB_KTK23	cheese, lentils, butter, capsicum	399.96	30	Main Course
FoodB_TK4Q6	noodles, rice, onion, beef	212.37	29	Main Course
FoodB_17MYX	onion, capsicum, broccoli, flour	268.53	12	Dessert
FoodB_IS8PL	potato, oregano, tomato, carrot	786.67	39	Veg
FoodB_42DUO	mushroom, spinach, egg, paneer	606.26	27	Non-Veg
FoodB_D1463	spinach, onion, flour, milk	1088.95	8	Non-Veg
FoodB_7GRCA	paneer, carrot, lentils, rice	137.07	12	Non-Veg
FoodB_CYZTC	rice, chicken, paneer, cheese	1093.47	34	Non-Veg
FoodB_E1FP2	mushroom, spinach, capsicum, chicken	348.74	35	Starter
FoodB_NHSKG	milk, yogurt, noodles, paneer	425.3	42	Veg
FoodB_EF080	beef, flour, rice, cheese	120.89	15	Beverage
FoodB_8MPBJ	carrot, corn, onion, tomato	380.84	33	Veg
FoodB_94KZB	chicken, broccoli, beef, cheese	1141.88	30	Main Course
FoodB_TSR31	capsicum, cream, basil, rice	1067.11	30	Dessert
FoodB_ANR5W	spinach, egg, milk, noodles	314.06	15	Non-Veg
FoodB_29KVU	flour, butter, corn, egg	845.29	5	Beverage
FoodB_WMFUP	lentils, capsicum, spinach, egg	609.15	25	Combo
FoodB_130RZ	potato, spinach, oregano, capsicum	891.33	22	Combo
FoodB_6Z8SF	corn, rice, flour, fish	145.47	39	Dessert
FoodB_8Z5KG	paneer, broccoli, mushroom, carrot	1033.62	24	Starter
FoodB_35NU6	cheese, mushroom, spinach, milk	1073.74	31	Dessert
FoodB_UXC4T	butter, cream, paneer, pepper	734.64	38	Beverage
FoodB_5NWHE	milk, fish, cheese, mushroom	138.03	14	Beverage
FoodB_URQ5G	beef, capsicum, oregano, corn	466.42	7	Veg
FoodB_LMI8F	potato, garlic, cream, beef	1134.01	42	Dessert
FoodB_14QQT	cheese, onion, mushroom, broccoli	586.29	43	Beverage
FoodB_CTF1L	rice, yogurt, pepper, capsicum	1043.99	26	Beverage
FoodB_JZ363	cream, paneer, butter, rice	1174.72	7	Combo
FoodB_UBYRI	noodles, paneer, capsicum, cream	837.81	29	Starter
FoodB_O9BQZ	milk, chicken, noodles, fish	330.71	27	Starter
FoodB_NEF6K	chicken, egg, rice, onion	1093.83	27	Starter
FoodB_42XAK	noodles, corn, basil, beef	517.09	29	Dessert
FoodB_6Z449	egg, rice, mushroom, cream	1131.86	42	Non-Veg
FoodB_7WNX2	garlic, capsicum, tomato, milk	914.56	32	Beverage
FoodB_R6CLW	onion, rice, cheese, noodles	941.72	32	Starter
FoodB_EML6B	rice, garlic, lentils, tomato	561.92	23	Veg
FoodB_WS5M0	chicken, flour, spinach, egg	428.96	11	Non-Veg
FoodB_669ZU	pepper, paneer, beef, milk	1028.22	20	Main Course
FoodB_27KTR	lentils, cheese, paneer, chicken	897.32	27	Combo
FoodB_F7G0P	carrot, broccoli, spinach, cheese	1072.81	34	Starter
FoodB_QI24N	paneer, capsicum, corn, potato	213.26	10	Veg
FoodB_TNR5M	beef, yogurt, mushroom, cream	286.89	24	Beverage
FoodB_029C5	oregano, capsicum, carrot, noodles	367.93	21	Beverage
FoodB_VLFKY	basil, mushroom, noodles, tomato	575.78	25	Combo
FoodB_8XBSS	chicken, onion, egg, spinach	1014.8	43	Main Course
FoodB_WX0FO	carrot, onion, paneer, oregano	365.06	35	Non-Veg
FoodB_DMQ63	paneer, mushroom, oregano, chicken	560.36	26	Beverage
FoodB_90V4O	butter, paneer, mushroom, fish	954.36	15	Starter
FoodB_XMPUW	milk, fish, carrot, basil	149.94	43	Beverage
FoodB_DMJRZ	beef, capsicum, basil, rice	875.04	22	Dessert
FoodB_GS7U2	rice, flour, milk, beef	564.62	21	Non-Veg
FoodB_32HXZ	broccoli, garlic, chicken, basil	386.8	24	Starter
FoodB_WXK6L	chicken, basil, carrot, cheese	269.49	14	Combo
FoodB_2GWJ3	pepper, paneer, spinach, milk	771.63	29	Starter
FoodB_UN179	egg, onion, pepper, rice	527.22	36	Beverage
FoodB_JVEPK	broccoli, butter, egg, carrot	684.65	35	Main Course
FoodB_YO7WZ	beef, flour, spinach, noodles	748.27	11	Starter
FoodB_V6FLX	noodles, oregano, onion, lentils	675.93	44	Veg
FoodB_I8RY5	tomato, cream, onion, egg	281.09	37	Main Course
FoodB_T3DCW	flour, broccoli, noodles, cream	377.29	22	Beverage
FoodB_YTE0J	egg, potato, corn, yogurt	1179.68	45	Starter
FoodB_5K4QN	pepper, potato, noodles, carrot	1156.39	20	Veg
FoodB_1UPGT	lentils, yogurt, beef, basil	333.11	44	Beverage
FoodB_Z8KBH	chicken, mushroom, cream, lentils	603.86	10	Combo
FoodB_4JSQV	broccoli, fish, potato, basil	460.43	16	Veg
FoodB_9348V	butter, mushroom, pepper, oregano	235.65	32	Dessert
FoodB_698EA	noodles, paneer, broccoli, beef	784.04	45	Combo
FoodB_ZSGFI	beef, mushroom, butter, pepper	429.2	23	Beverage
FoodB_WP54L	cream, garlic, spinach, rice	1159.07	17	Main Course
FoodB_QNTZT	basil, butter, carrot, fish	351.54	34	Combo
FoodB_IUCP5	capsicum, carrot, fish, oregano	140.43	31	Combo
FoodB_3OCW0	basil, milk, onion, cream	1042.79	42	Starter
FoodB_9ZRCX	milk, spinach, noodles, mushroom	482.21	36	Veg
FoodB_A0UMS	beef, capsicum, basil, milk	948.32	23	Beverage
FoodB_7ZN4Y	yogurt, basil, butter, paneer	948.48	19	Dessert
FoodB_AVNRT	lentils, capsicum, fish, yogurt	1154.81	40	Beverage
FoodB_9YIY7	potato, carrot, capsicum, tomato	155.25	36	Veg
FoodB_KKEPE	oregano, pepper, noodles, flour	1186.41	39	Beverage
FoodB_FM822	onion, capsicum, carrot, garlic	1198.28	24	Veg
FoodB_TIHFW	fish, lentils, yogurt, butter	275.3	37	Starter
FoodB_N4T9Z	yogurt, egg, butter, rice	1181.7	8	Non-Veg
FoodB_WNJVK	noodles, oregano, capsicum, paneer	1006.81	35	Veg
FoodB_4HP4L	flour, pepper, spinach, butter	378.75	21	Starter
FoodB_DZ9BL	mushroom, milk, carrot, butter	1079.15	13	Veg
FoodB_FV96Z	basil, noodles, flour, cream	676.57	19	Dessert
FoodB_R0SV2	cream, capsicum, yogurt, lentils	1195.8	40	Non-Veg
FoodB_PS6ND	egg, tomato, cream, onion	190.33	7	Dessert
FoodB_TJNIX	carrot, oregano, cream, broccoli	1183.32	12	Main Course
FoodB_PBQCD	cheese, potato, pepper, tomato	651.93	30	Veg
FoodB_4MLII	oregano, capsicum, egg, yogurt	1125.66	8	Non-Veg
FoodB_66HO0	cream, potato, cheese, carrot	312.86	6	Non-Veg
FoodB_SAY93	tomato, flour, corn, oregano	742.63	7	Non-Veg
FoodB_71OJA	paneer, egg, fish, cream	993.91	45	Starter
FoodB_VG5WK	cheese, tomato, carrot, oregano	330.51	25	Main Course
FoodB_S88R4	oregano, basil, corn, carrot	415.66	23	Dessert
FoodB_NM9TH	basil, noodles, butter, cream	1137.68	33	Main Course
FoodB_BGBX3	basil, beef, egg, chicken	187.85	6	Starter
FoodB_EDE4L	milk, chicken, tomato, noodles	1131.45	45	Dessert
FoodB_V53FJ	butter, fish, broccoli, spinach	880.21	10	Beverage
FoodB_B9RUY	egg, chicken, carrot, spinach	857.17	18	Combo
FoodB_TQ5P3	broccoli, noodles, butter, basil	739.47	16	Non-Veg
FoodB_D21S7	milk, spinach, egg, lentils	1121.71	21	Beverage
FoodB_0NSB7	tomato, spinach, chicken, cream	633.59	31	Dessert
FoodB_9C2R8	lentils, chicken, basil, egg	547.58	22	Main Course
FoodB_SU8PC	rice, paneer, oregano, onion	1187.97	44	Non-Veg
FoodB_82ZIU	broccoli, paneer, basil, milk	1127.89	25	Non-Veg
FoodB_LBVDA	pepper, potato, onion, capsicum	811.32	40	Main Course
FoodB_LLD15	potato, milk, lentils, rice	586.77	17	Beverage
FoodB_VJ1LX	lentils, corn, pepper, tomato	323.67	40	Combo
FoodB_I1VJM	basil, yogurt, cream, tomato	639.12	25	Starter
FoodB_3WHNY	rice, pepper, oregano, egg	445.29	30	Main Course
FoodB_7AAY0	noodles, mushroom, rice, basil	164.39	24	Dessert
FoodB_PMBP7	broccoli, chicken, yogurt, paneer	136.5	38	Main Course
FoodB_F7Z2C	paneer, yogurt, chicken, spinach	1103.76	40	Combo
FoodB_RMRAN	milk, yogurt, noodles, garlic	576.43	7	Combo
FoodB_KR7C5	pepper, paneer, fish, tomato	573.25	24	Veg
FoodB_8VOA6	fish, cream, spinach, potato	217.92	16	Dessert
FoodB_8OBGI	capsicum, milk, beef, spinach	701.67	29	Dessert
FoodB_LBDPN	capsicum, broccoli, egg, carrot	338.78	24	Main Course
FoodB_8GN9N	cheese, yogurt, carrot, spinach	265.89	9	Veg
FoodB_K3711	garlic, egg, broccoli, oregano	508.78	26	Combo
FoodB_XW19I	egg, flour, pepper, capsicum	306.13	31	Veg
FoodB_BBOPD	lentils, oregano, pepper, noodles	780.08	27	Non-Veg
FoodB_874NR	basil, rice, flour, oregano	858.17	26	Non-Veg
FoodB_YYVY0	lentils, noodles, beef, yogurt	356.94	35	Non-Veg
FoodB_FZPL9	noodles, milk, corn, egg	573.94	42	Non-Veg
FoodB_XX6BM	cheese, potato, garlic, mushroom	538.4	16	Starter
FoodB_FFYIC	basil, onion, capsicum, broccoli	455.43	28	Combo
FoodB_4CD1B	basil, corn, rice, noodles	359.09	18	Combo
FoodB_29KF4	capsicum, yogurt, broccoli, cheese	1171.4	23	Non-Veg
FoodB_AZ7RM	fish, flour, cheese, pepper	324.24	32	Main Course
FoodB_49S9Q	pepper, butter, yogurt, carrot	367.73	40	Dessert
FoodB_HXZNM	oregano, rice, milk, broccoli	820.01	24	Main Course
FoodB_RPA7F	carrot, cheese, pepper, potato	609	25	Main Course
FoodB_5A53I	mushroom, lentils, capsicum, tomato	229.92	17	Veg
FoodB_FLA0Q	egg, rice, oregano, fish	151.68	42	Combo
FoodB_ZDYTS	flour, tomato, cheese, capsicum	593.46	10	Dessert
FoodB_3TFJV	garlic, capsicum, onion, chicken	281.73	11	Combo
FoodB_QDTD6	corn, butter, capsicum, milk	366.94	5	Combo
FoodB_CB3D4	mushroom, corn, paneer, basil	736.96	43	Main Course
FoodB_BMNKW	rice, noodles, yogurt, butter	716.96	45	Beverage
FoodB_AMD3C	potato, noodles, basil, milk	960.72	31	Non-Veg
FoodB_QCLYF	paneer, pepper, cream, spinach	447	10	Non-Veg
FoodB_R2XLY	paneer, milk, rice, broccoli	650.06	15	Main Course
FoodB_BH119	spinach, lentils, fish, chicken	591.15	42	Beverage
FoodB_0NQS3	fish, pepper, carrot, beef	206.77	8	Veg
FoodB_3DA9M	carrot, basil, corn, garlic	609.82	31	Starter
FoodB_QT6OO	butter, paneer, potato, garlic	574.74	43	Beverage
FoodB_JHVA5	lentils, chicken, paneer, oregano	362.68	16	Starter
FoodB_BNIOI	cream, pepper, chicken, rice	1083.69	33	Beverage
FoodB_ZSPJ8	spinach, pepper, flour, butter	729.55	27	Veg
FoodB_W6678	lentils, flour, chicken, butter	911.97	9	Beverage
FoodB_C5WU1	onion, capsicum, egg, cream	232.6	8	Main Course
FoodB_YPOUZ	corn, fish, pepper, paneer	634.86	7	Beverage
FoodB_0T98C	spinach, milk, beef, garlic	359.01	18	Main Course
FoodB_UHNTQ	basil, corn, potato, onion	477.67	43	Veg
FoodB_3FRVC	cream, milk, pepper, mushroom	688.65	19	Veg
FoodB_5ZT49	beef, oregano, broccoli, basil	1143.08	20	Non-Veg
FoodB_B75M2	carrot, potato, chicken, basil	291	19	Main Course
FoodB_JS3Q8	milk, flour, broccoli, yogurt	994.9	40	Beverage
FoodB_V2NIM	paneer, noodles, broccoli, cream	1043.38	10	Combo
FoodB_N44NR	potato, milk, basil, spinach	123.02	36	Dessert
FoodB_908FZ	carrot, tomato, spinach, egg	725.71	26	Starter
FoodB_FXNY2	tomato, carrot, egg, butter	650.34	13	Beverage
FoodB_DRJLC	mushroom, lentils, potato, capsicum	344.77	21	Non-Veg
FoodB_XJQ05	paneer, capsicum, lentils, basil	1090.14	23	Combo
FoodB_9RA5T	yogurt, egg, noodles, mushroom	743.33	13	Beverage
FoodB_1QQMP	rice, spinach, mushroom, flour	641.28	36	Dessert
FoodB_AJX3I	lentils, basil, pepper, carrot	206.16	19	Dessert
FoodB_O6SZA	potato, oregano, chicken, lentils	444.46	13	Main Course
FoodB_D6IJU	fish, egg, spinach, noodles	146.78	10	Beverage
FoodB_L4KJM	garlic, rice, oregano, tomato	1085.06	19	Starter
FoodB_CL8CY	rice, pepper, fish, spinach	470.29	43	Combo
FoodB_YIIG9	pepper, oregano, chicken, beef	255.8	30	Combo
FoodB_GUJ02	noodles, cheese, rice, carrot	873.92	28	Beverage
FoodB_I5XKI	noodles, egg, garlic, onion	1110.21	24	Starter
FoodB_GJ0VY	rice, paneer, oregano, flour	428.63	14	Starter
FoodB_D0DZE	flour, paneer, garlic, oregano	300.34	33	Beverage
FoodB_KE6LB	lentils, potato, capsicum, milk	496.6	13	Beverage
FoodB_RGHH3	potato, cheese, capsicum, flour	1062.16	9	Beverage
FoodB_2YOVU	oregano, carrot, corn, capsicum	1018.5	5	Veg
FoodB_KRNOR	cream, beef, rice, yogurt	201.43	37	Main Course
FoodB_105RR	capsicum, onion, beef, chicken	275.18	31	Veg
FoodB_285D9	fish, butter, noodles, milk	563.93	12	Combo
FoodB_3RVY7	garlic, milk, capsicum, oregano	1141.22	32	Starter
FoodB_6XSJE	corn, oregano, spinach, capsicum	920.84	12	Main Course
FoodB_LON1G	garlic, cheese, potato, noodles	792.18	44	Starter
FoodB_SMO9N	egg, onion, noodles, potato	309.66	16	Veg
FoodB_I8L5C	cream, pepper, tomato, cheese	1041.95	37	Beverage
FoodB_FWPZY	spinach, noodles, tomato, beef	808.54	15	Dessert
FoodB_N78OC	oregano, paneer, noodles, milk	789.65	30	Starter
FoodB_JIL2H	butter, spinach, garlic, cheese	736.8	45	Combo
FoodB_68DDM	fish, beef, rice, egg	191.73	38	Non-Veg
FoodB_ZTLOT	broccoli, pepper, paneer, chicken	598.28	23	Non-Veg
FoodB_BSBGE	basil, egg, butter, milk	965.73	43	Beverage
FoodB_U2BV4	chicken, oregano, lentils, basil	691.71	43	Combo
FoodB_QNRBZ	broccoli, milk, spinach, yogurt	602.62	43	Starter
FoodB_LYCOR	tomato, onion, rice, milk	725.64	13	Non-Veg
FoodB_68W4K	mushroom, noodles, cream, capsicum	261.26	25	Non-Veg
FoodB_WFV1K	chicken, onion, carrot, fish	241.34	14	Beverage
FoodB_R8JP8	chicken, cream, pepper, potato	1079.27	38	Combo
FoodB_TETNU	tomato, potato, yogurt, rice	201.69	23	Dessert
FoodB_0PWSI	corn, tomato, lentils, cream	638.09	43	Veg
FoodB_1Y1MW	potato, cheese, chicken, flour	543.73	32	Veg
FoodB_WTTZ0	oregano, onion, capsicum, corn	526.73	24	Main Course
FoodB_LC59Y	tomato, cheese, mushroom, paneer	706.66	37	Main Course
FoodB_XHNAK	garlic, rice, spinach, beef	332.93	33	Combo
FoodB_Q8LRX	yogurt, spinach, carrot, tomato	305.71	42	Veg
FoodB_4HS2P	chicken, egg, rice, garlic	456.46	35	Beverage
